Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #654: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.147 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #655: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.139 ± 0.000,                               episode_1_off_accuracy: 0.440 ± 0.000
Epoch #656: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.137 ± 0.000,                               episode_1_off_accuracy: 0.478 ± 0.000
Epoch #657: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.135 ± 0.000,                               episode_1_off_accuracy: 0.439 ± 0.000
Epoch #658: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.100 ± 0.000,                               episode_1_off_accuracy: 0.436 ± 0.000
Epoch #659: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.456 ± 0.000
Epoch #660: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.155 ± 0.000,                               episode_1_off_accuracy: 0.489 ± 0.000
Epoch #661: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.166 ± 0.000,                               episode_1_off_accuracy: 0.469 ± 0.000
Epoch #662: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.143 ± 0.000,                               episode_1_off_accuracy: 0.429 ± 0.000
Epoch #663: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.115 ± 0.000,                               episode_1_off_accuracy: 0.430 ± 0.000
Epoch #664: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.087 ± 0.000,                               episode_1_off_accuracy: 0.404 ± 0.000
Epoch #665: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.185 ± 0.000,                               episode_1_off_accuracy: 0.503 ± 0.000
Epoch #666: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.148 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #667: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.087 ± 0.000,                               episode_1_off_accuracy: 0.433 ± 0.000
Epoch #668: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.077 ± 0.000,                               episode_1_off_accuracy: 0.409 ± 0.000
Epoch #669: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.103 ± 0.000,                               episode_1_off_accuracy: 0.400 ± 0.000
Epoch #670: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.130 ± 0.000,                               episode_1_off_accuracy: 0.452 ± 0.000
Epoch #671: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.143 ± 0.000,                               episode_1_off_accuracy: 0.451 ± 0.000
Epoch #672: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.453 ± 0.000
Epoch #673: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.141 ± 0.000,                               episode_1_off_accuracy: 0.422 ± 0.000
Epoch #674: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.136 ± 0.000,                               episode_1_off_accuracy: 0.423 ± 0.000
Epoch #675: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.135 ± 0.000,                               episode_1_off_accuracy: 0.422 ± 0.000
Epoch #676: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.481 ± 0.000
Epoch #677: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.161 ± 0.000,                               episode_1_off_accuracy: 0.461 ± 0.000
Epoch #678: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.161 ± 0.000,                               episode_1_off_accuracy: 0.487 ± 0.000
Epoch #679: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.473 ± 0.000
Epoch #680: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.161 ± 0.000,                               episode_1_off_accuracy: 0.442 ± 0.000
Epoch #681: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.171 ± 0.000,                               episode_1_off_accuracy: 0.448 ± 0.000
Epoch #682: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.177 ± 0.000,                               episode_1_off_accuracy: 0.490 ± 0.000
Epoch #683: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.191 ± 0.000,                               episode_1_off_accuracy: 0.490 ± 0.000
Epoch #684: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.474 ± 0.000
Epoch #685: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.156 ± 0.000,                               episode_1_off_accuracy: 0.468 ± 0.000
Epoch #686: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.157 ± 0.000,                               episode_1_off_accuracy: 0.426 ± 0.000
Epoch #687: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.144 ± 0.000,                               episode_1_off_accuracy: 0.459 ± 0.000
Epoch #688: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.492 ± 0.000
Epoch #689: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.467 ± 0.000
